,is_not_hispanic,derived_race,is_male,action_taken,preapproval_requested,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age,log_loan_to_value_ratio,mid_debt_to_income_ratio,debt
153,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,105000.0,58.9,2,2,115.0,36%-<50%,25-34,5.880195728943098,0.38,43.7
154,Not Hispanic or Latino,White,Female,0,No Preapproval Requested,Converntional,Home Purchase,265000.0,70.0,2,2,162.0,36%-<50%,35-44,6.129283016944966,0.38,61.56
155,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Purchase,205000.0,71.78,2,2,16.0,>60%,35-44,6.165510018041353,0.65,10.4
156,Not Hispanic or Latino,White,Male,1,Preapproval Requested,Converntional,Home Purchase,495000.0,90.0,2,2,185.0,<20%,25-34,6.491853096329675,0.15,27.75
157,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Home Improvement,45000.0,57.5,2,2,120.0,>60%,45-54,5.845490050944375,0.65,78.0
158,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,255000.0,89.01,2,2,105.0,>60%,25-34,6.475895522426699,0.65,68.25
159,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,705000.0,82.84,2,2,140.0,50%-60%,45-54,6.372255648445787,0.55,77.0
160,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,35000.0,46.31,2,2,54.0,>60%,35-44,5.533251851928969,0.65,35.1
161,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,25000.0,74.0,2,2,29.0,>60%,65-74,6.20945336562895,0.65,18.85
162,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,275000.0,34.64,2,2,53.0,>60%,65-74,5.114367024952,0.65,34.45
163,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Other Purpose,75000.0,85.47,2,2,121.0,36%-<50%,35-44,6.417346217270283,0.38,45.980000000000004
164,Hispanic or Latino,White,Male,1,Preapproval Requested,Converntional,Home Purchase,405000.0,52.98,2,2,83.0,36%-<50%,<25,5.727375938594897,0.38,31.54
165,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,15000.0,35.4,2,2,62.0,36%-<50%,45-54,5.145677455195635,0.38,23.56
166,Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,225000.0,69.9,2,2,147.0,36%-<50%,45-54,6.127220550488074,0.38,55.86
167,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,VA-guaranteed,Refinancing,515000.0,100.0,2,2,62.0,>60%,45-54,6.643856189774724,0.65,40.300000000000004
168,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Home Improvement,15000.0,70.0,2,2,73.0,50%-60%,65-74,6.129283016944966,0.55,40.150000000000006
169,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,15000.0,71.88,2,2,41.0,36%-<50%,55-64,6.167518503735217,0.38,15.58
170,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,FHA-insured,Refinancing,365000.0,80.21,2,2,79.0,36%-<50%,25-34,6.325710207515785,0.38,30.02
171,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,25000.0,65.23,2,2,83.0,>60%,35-44,6.027463723408577,0.65,53.95
172,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,15000.0,83.41,2,2,72.0,50%-60%,45-54,6.382148453204219,0.55,39.6
173,Not Hispanic or Latino,Minority Races,Male,0,No Preapproval Requested,Converntional,Refinancing,35000.0,93.32,2,2,229.0,36%-<50%,35-44,6.544114402209474,0.38,87.02
174,Not Hispanic or Latino,White,Male,1,Preapproval Requested,VA-guaranteed,Home Purchase,605000.0,100.0,2,2,141.0,30%-<36%,25-34,6.643856189774724,0.33,46.53
175,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Home Improvement,15000.0,67.61,2,2,91.0,36%-<50%,25-34,6.079164742037307,0.38,34.58
176,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,VA-guaranteed,Refinancing,115000.0,39.33,2,2,67.0,50%-60%,55-64,5.297558281168186,0.55,36.85
177,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,FHA-insured,Refinancing,135000.0,37.26,2,2,14.0,>60%,>74,5.219555769166913,0.65,9.1
178,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Improvement,65000.0,69.98,2,2,199.0,50%-60%,45-54,6.128870759465125,0.55,109.45
179,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Other Purpose,25000.0,73.96,2,2,36.0,36%-<50%,55-64,6.208673319629471,0.38,13.68
180,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,95000.0,80.0,2,2,166.0,36%-<50%,35-44,6.321928094887363,0.38,63.08
181,Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,55000.0,59.75,2,2,94.0,50%-60%,55-64,5.900866807980749,0.55,51.7
182,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,85000.0,16.66,2,2,60.0,36%-<50%,45-54,4.058316495590823,0.38,22.8
183,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Other Purpose,85000.0,69.11,2,2,105.0,36%-<50%,45-54,6.110822574047804,0.38,39.9
184,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Other Purpose,135000.0,79.99,2,2,94.0,50%-60%,45-54,6.321747746735257,0.55,51.7
185,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Improvement,105000.0,82.62,2,2,91.0,36%-<50%,55-64,6.368419155081396,0.38,34.58
186,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,VA-guaranteed,Refinancing,195000.0,98.62,2,2,41.0,>60%,55-64,6.623808347726395,0.65,26.650000000000002
187,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Refinancing,235000.0,71.87,2,2,54.0,36%-<50%,55-64,6.167317780946596,0.38,20.52
188,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,35000.0,44.37,2,2,93.0,30%-<36%,45-54,5.471512648045499,0.33,30.69
189,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,25000.0,90.05,2,2,129.0,>60%,55-64,6.492654371018913,0.65,83.85000000000001
190,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,75000.0,75.0,2,2,117.0,50%-60%,45-54,6.22881869049588,0.55,64.35000000000001
191,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,105000.0,25.0,2,2,119.0,50%-60%,35-44,4.643856189774724,0.55,65.45
192,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,35000.0,14.11,2,2,84.0,20%-<30%,45-54,3.8186460828225393,0.25,21.0
193,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Home Improvement,15000.0,92.57,2,2,129.0,30%-<36%,35-44,6.532472816842871,0.33,42.57
194,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,35000.0,39.54,2,2,50.0,30%-<36%,55-64,5.305240965954483,0.33,16.5
195,Not Hispanic or Latino,White,Female,1,Preapproval Requested,Converntional,Home Purchase,365000.0,74.59,2,2,102.0,30%-<36%,25-34,6.220910321648719,0.33,33.660000000000004
196,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Other Purpose,35000.0,30.85,2,2,167.0,50%-60%,55-64,4.947198584262056,0.55,91.85000000000001
197,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Improvement,255000.0,77.51,2,2,97.0,50%-60%,55-64,6.2763105474641465,0.55,53.35
198,Not Hispanic or Latino,White,Male,1,Preapproval Requested,Converntional,Home Purchase,485000.0,101.75,2,2,142.0,30%-<36%,35-44,6.668884984266247,0.33,46.86
199,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,55000.0,63.89,2,2,140.0,20%-<30%,55-64,5.997518234519788,0.25,35.0
200,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,55000.0,95.94,2,2,156.0,36%-<50%,35-44,6.584060534426763,0.38,59.28
201,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,105000.0,93.09,2,2,117.0,>60%,35-44,6.540554292475151,0.65,76.05
202,Not Hispanic or Latino,Black or African American,Male,1,Preapproval Requested,Converntional,Home Purchase,265000.0,101.75,2,2,99.0,50%-60%,25-34,6.668884984266247,0.55,54.45
203,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,VA-guaranteed,Refinancing,295000.0,86.62,2,2,151.0,30%-<36%,35-44,6.436628267292844,0.33,49.830000000000005
204,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,155000.0,35.31,2,2,58.0,20%-<30%,65-74,5.1420049159848755,0.25,14.5
205,Not Hispanic or Latino,Black or African American,Female,1,Preapproval Requested,VA-guaranteed,Home Purchase,475000.0,100.0,2,2,206.0,50%-60%,45-54,6.643856189774724,0.55,113.30000000000001
206,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,FHA-insured,Refinancing,125000.0,34.4,2,2,14.0,>60%,>74,5.104336659814735,0.65,9.1
207,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Purchase,205000.0,101.75,2,2,97.0,30%-<36%,25-34,6.668884984266247,0.33,32.01
208,Not Hispanic or Latino,Asian,Female,0,No Preapproval Requested,Converntional,Home Improvement,35000.0,69.98,2,2,151.0,>60%,45-54,6.128870759465125,0.65,98.15
209,Not Hispanic or Latino,Black or African American,Female,1,Preapproval Requested,Converntional,Home Purchase,35000.0,75.0,2,2,67.0,>60%,>74,6.22881869049588,0.65,43.550000000000004
210,Not Hispanic or Latino,Minority Races,Female,1,No Preapproval Requested,Converntional,Home Improvement,85000.0,76.26,2,2,141.0,30%-<36%,45-54,6.25285462595139,0.33,46.53
211,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,105000.0,66.66,2,2,167.0,36%-<50%,35-44,6.058749412335524,0.38,63.46
212,Not Hispanic or Latino,Minority Races,Female,1,No Preapproval Requested,Converntional,Refinancing,285000.0,43.14,2,2,70.0,36%-<50%,55-64,5.43095427138573,0.38,26.6
213,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Home Purchase,555000.0,42.62,2,2,77.0,>60%,45-54,5.413458688007979,0.65,50.050000000000004
214,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,195000.0,95.0,2,2,271.0,<20%,55-64,6.569855608330948,0.15,40.65
215,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,VA-guaranteed,Home Purchase,455000.0,100.0,2,2,82.0,30%-<36%,<25,6.643856189774724,0.33,27.060000000000002
216,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,85000.0,88.42,2,2,98.0,>60%,45-54,6.466300829179342,0.65,63.7
217,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,VA-guaranteed,Home Purchase,315000.0,85.0,2,2,83.0,36%-<50%,<25,6.409390936137702,0.38,31.54
218,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,35000.0,70.0,2,2,139.0,>60%,35-44,6.129283016944966,0.65,90.35000000000001
219,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,45000.0,83.5,2,2,300.0,>60%,45-54,6.383704292474052,0.65,195.0
220,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,135000.0,32.5,2,2,14.0,>60%,>74,5.022367813028454,0.65,9.1
221,Not Hispanic or Latino,White,Female,0,No Preapproval Requested,Converntional,Other Purpose,45000.0,94.9,2,2,133.0,50%-60%,35-44,6.568336182133747,0.55,73.15
222,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Home Improvement,55000.0,52.36,2,2,172.0,<20%,45-54,5.710393192170516,0.15,25.8
223,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,65000.0,73.68,2,2,60.0,>60%,35-44,6.203201156316611,0.65,39.0
224,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,175000.0,70.67,2,2,85.0,36%-<50%,45-54,6.1430260038899736,0.38,32.3
225,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Home Improvement,105000.0,71.77,2,2,215.0,<20%,45-54,6.165309015597156,0.15,32.25
226,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Improvement,105000.0,76.43,2,2,75.0,36%-<50%,65-74,6.256067125241334,0.38,28.5
227,Not Hispanic or Latino,White,Female,1,No Preapproval Requested,Converntional,Refinancing,85000.0,10.41,2,2,100.0,36%-<50%,65-74,3.3798981635246923,0.38,38.0
228,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Refinancing,255000.0,54.13,2,2,122.0,36%-<50%,35-44,5.758356482939917,0.38,46.36
229,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Improvement,15000.0,70.0,2,2,122.0,50%-60%,45-54,6.129283016944966,0.55,67.10000000000001
230,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,105000.0,75.45,1,2,192.0,>60%,35-44,6.237448995639321,0.65,124.80000000000001
231,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Improvement,105000.0,65.03,2,2,167.0,36%-<50%,35-44,6.023033518665533,0.38,63.46
232,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Refinancing,255000.0,29.67,2,2,55.0,>60%,55-64,4.890933021705543,0.65,35.75
233,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Other Purpose,25000.0,58.54,2,2,40.0,50%-60%,55-64,5.871350840634026,0.55,22.0
234,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Other Purpose,25000.0,83.99,2,2,61.0,>60%,65-74,6.39214566314514,0.65,39.65
235,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Purchase,335000.0,100.0,2,2,90.0,36%-<50%,25-34,6.643856189774724,0.38,34.2
236,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,75000.0,70.0,2,2,40.0,>60%,35-44,6.129283016944966,0.65,26.0
237,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,155000.0,22.72,2,2,83.0,36%-<50%,65-74,4.505890929729957,0.38,31.54
238,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Improvement,85000.0,89.23,2,2,117.0,50%-60%,35-44,6.47945693479402,0.55,64.35000000000001
239,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,55000.0,70.16,2,2,140.0,>60%,55-64,6.132576842670009,0.65,91.0
240,Not Hispanic or Latino,Asian,Female,0,No Preapproval Requested,Converntional,Home Purchase,185000.0,95.0,2,2,24.0,>60%,25-34,6.569855608330948,0.65,15.600000000000001
241,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,125000.0,61.98,2,2,84.0,>60%,45-54,5.953730849811491,0.65,54.6
242,Not Hispanic or Latino,Black or African American,Male,0,No Preapproval Requested,Converntional,Other Purpose,205000.0,29.41,2,2,186.0,20%-<30%,55-64,4.878234879112339,0.25,46.5
243,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,VA-guaranteed,Home Purchase,545000.0,100.0,2,2,112.0,36%-<50%,35-44,6.643856189774724,0.38,42.56
244,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Refinancing,455000.0,84.85,2,2,120.0,36%-<50%,35-44,6.406842754655301,0.38,45.6
245,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Improvement,35000.0,76.84,2,2,98.0,20%-<30%,55-64,6.263785613890803,0.25,24.5
246,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Home Improvement,255000.0,67.85,2,2,190.0,50%-60%,45-54,6.084276910531492,0.55,104.50000000000001
247,Not Hispanic or Latino,White,Male,1,No Preapproval Requested,VA-guaranteed,Home Purchase,435000.0,100.0,2,2,91.0,20%-<30%,25-34,6.643856189774724,0.25,22.75
248,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Home Purchase,185000.0,69.99,2,2,84.0,50%-60%,55-64,6.12907690293063,0.55,46.2
249,Not Hispanic or Latino,Minority Races,Female,1,No Preapproval Requested,Converntional,Other Purpose,205000.0,29.02,2,2,72.0,36%-<50%,25-34,4.85897561429202,0.38,27.36
250,Not Hispanic or Latino,Black or African American,Male,1,No Preapproval Requested,Converntional,Refinancing,405000.0,81.3,2,2,190.0,36%-<50%,35-44,6.345183447187665,0.38,72.2
251,Not Hispanic or Latino,Black or African American,Female,1,No Preapproval Requested,Converntional,Other Purpose,125000.0,22.74,2,2,160.0,20%-<30%,55-64,4.507160349117523,0.25,40.0
252,Hispanic or Latino,White,Male,1,No Preapproval Requested,Converntional,Other Purpose,35000.0,41.04,2,2,70.0,36%-<50%,35-44,5.358958825832329,0.38,26.6
253,Not Hispanic or Latino,Asian,Male,1,No Preapproval Requested,Converntional,Refinancing,195000.0,12.54,2,2,150.0,<20%,45-54,3.6484654430273142,0.15,22.5
254,Not Hispanic or Latino,Black or African American,Female,0,No Preapproval Requested,Converntional,Home Improvement,15000.0,23.3,2,2,45.0,>60%,45-54,4.542258049766918,0.65,29.25
