,derived_ethnicity,derived_race,derived_sex,action_taken,preapproval,loan_type,loan_purpose,loan_amount,loan_to_value_ratio,interest_only_payment,balloon_payment,income,debt_to_income_ratio,applicant_age
249,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,85000.0,88.42,2,2,98.0,>60%,45-54
250,Not Hispanic or Latino,White,Female,1,2,3,1,315000.0,85.0,2,2,83.0,39,<25
251,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,35000.0,70.0,2,2,139.0,>60%,35-44
252,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,45000.0,83.5,2,2,300.0,>60%,45-54
253,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,135000.0,32.5,2,2,14.0,>60%,>74
254,Not Hispanic or Latino,White,Female,3,2,1,4,45000.0,94.9,2,2,133.0,50%-60%,35-44
255,Not Hispanic or Latino,White,Male,1,2,1,2,55000.0,52.36,2,2,172.0,<20%,45-54
256,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,65000.0,73.68,2,2,60.0,>60%,35-44
257,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,175000.0,70.67,2,2,85.0,49,45-54
258,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,105000.0,71.77,2,2,215.0,<20%,45-54
259,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,105000.0,76.43,2,2,75.0,45,65-74
260,Ethnicity Not Available,Race Not Available,Male,1,2,1,4,155000.0,47.92,2,2,147.0,20%-<30%,35-44
261,Ethnicity Not Available,Race Not Available,Male,3,2,1,32,455000.0,45.11,2,2,212.0,20%-<30%,25-34
262,Not Hispanic or Latino,White,Female,1,2,1,32,85000.0,10.41,2,2,100.0,45,65-74
263,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,255000.0,54.13,2,2,122.0,39,35-44
264,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,235000.0,90.0,2,2,83.0,43,25-34
265,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,15000.0,70.0,2,2,122.0,50%-60%,45-54
266,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,105000.0,75.45,1,2,192.0,>60%,35-44
267,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,105000.0,65.03,2,2,167.0,41,35-44
268,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,255000.0,29.67,2,2,55.0,>60%,55-64
269,Not Hispanic or Latino,Black or African American,Female,1,2,1,4,25000.0,58.54,2,2,40.0,50%-60%,55-64
270,Joint,Joint,Male,1,2,1,1,395000.0,100.0,2,2,127.0,50%-60%,25-34
271,Not Hispanic or Latino,White,Female,1,2,3,31,405000.0,,2,2,,,45-54
272,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,25000.0,83.99,2,2,61.0,>60%,65-74
273,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,335000.0,100.0,2,2,90.0,39,25-34
274,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,75000.0,70.0,2,2,40.0,>60%,35-44
275,Ethnicity Not Available,Race Not Available,Female,3,2,1,32,385000.0,52.23,2,2,53.0,>60%,45-54
276,Joint,Black or African American,Female,1,2,1,32,305000.0,27.77,2,2,231.0,44,55-64
277,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,155000.0,22.72,2,2,83.0,41,65-74
278,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,305000.0,101.75,2,2,,<20%,25-34
279,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,85000.0,89.23,2,2,117.0,50%-60%,35-44
280,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,55000.0,70.16,2,2,140.0,>60%,55-64
281,Not Hispanic or Latino,Asian,Female,3,2,1,1,185000.0,95.0,2,2,24.0,>60%,25-34
282,Ethnicity Not Available,Race Not Available,Female,3,2,1,31,685000.0,79.61,2,2,238.0,20%-<30%,35-44
283,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,125000.0,61.98,2,2,84.0,>60%,45-54
284,Ethnicity Not Available,Race Not Available,Male,3,2,1,31,165000.0,61.53,2,2,104.0,>60%,35-44
285,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,205000.0,29.41,2,2,186.0,20%-<30%,55-64
286,Not Hispanic or Latino,White,Male,1,2,3,1,545000.0,100.0,2,2,112.0,44,35-44
287,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,895000.0,100.0,2,2,407.0,20%-<30%,35-44
288,Not Hispanic or Latino,White,Male,1,2,1,32,455000.0,84.85,2,2,120.0,44,35-44
289,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,35000.0,76.84,2,2,98.0,20%-<30%,55-64
290,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,255000.0,67.85,2,2,190.0,50%-60%,45-54
291,Not Hispanic or Latino,White,Male,1,2,3,1,435000.0,100.0,2,2,91.0,20%-<30%,25-34
292,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,185000.0,69.99,2,2,84.0,50%-60%,55-64
293,Not Hispanic or Latino,2 or more minority races,Female,1,2,1,4,205000.0,29.02,2,2,72.0,49,25-34
294,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,405000.0,81.3,2,2,190.0,39,35-44
295,Not Hispanic or Latino,Black or African American,Female,1,2,1,4,125000.0,22.74,2,2,160.0,20%-<30%,55-64
296,Hispanic or Latino,White,Male,1,2,1,4,35000.0,41.04,2,2,70.0,38,35-44
297,Not Hispanic or Latino,Race Not Available,Female,1,2,1,32,165000.0,31.06,2,2,68.0,30%-<36%,35-44
298,Not Hispanic or Latino,Asian,Male,1,2,1,31,195000.0,12.54,2,2,150.0,<20%,45-54
299,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,15000.0,23.3,2,2,45.0,>60%,45-54
300,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,305000.0,44.44,2,2,61.0,30%-<36%,65-74
301,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,55000.0,47.69,2,2,70.0,>60%,55-64
302,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,155000.0,48.49,2,2,129.0,38,35-44
303,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,315000.0,95.0,2,2,89.0,>60%,45-54
304,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,25000.0,27.56,2,2,55.0,50%-60%,55-64
305,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,375000.0,100.0,2,2,90.0,50%-60%,35-44
306,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,135000.0,30.0,2,2,90.0,30%-<36%,45-54
307,Not Hispanic or Latino,White,Male,3,2,1,32,105000.0,89.4,2,2,206.0,36,35-44
308,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,105000.0,65.01,2,2,94.0,>60%,55-64
309,Not Hispanic or Latino,Black or African American,Male,1,2,1,4,125000.0,79.92,1,2,151.0,36,35-44
310,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,55000.0,70.29,2,2,106.0,36,45-54
311,Not Hispanic or Latino,Race Not Available,Female,1,2,1,31,615000.0,93.77,2,2,143.0,30%-<36%,35-44
312,Ethnicity Not Available,Race Not Available,Female,3,2,1,2,105000.0,18.51,2,2,45.0,50%-60%,35-44
313,Not Hispanic or Latino,Race Not Available,Female,3,2,1,2,25000.0,53.25,2,2,79.0,38,45-54
314,Not Hispanic or Latino,White,Male,1,2,3,1,505000.0,100.0,2,2,119.0,37,35-44
315,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,225000.0,64.85,2,2,109.0,49,35-44
316,Not Hispanic or Latino,White,Male,3,2,1,32,145000.0,76.43,2,2,77.0,>60%,65-74
317,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,25000.0,31.95,2,2,117.0,>60%,55-64
318,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,75000.0,31.77,2,2,15.0,>60%,45-54
319,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,35000.0,63.91,2,2,54.0,>60%,45-54
320,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,75000.0,59.05,1,2,52.0,>60%,35-44
321,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,55000.0,72.14,2,2,64.0,>60%,45-54
322,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,155000.0,65.7,2,2,152.0,50%-60%,35-44
323,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,75000.0,39.16,2,2,95.0,>60%,55-64
324,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,55000.0,14.6,2,2,38.0,40,65-74
325,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,45000.0,69.99,2,2,103.0,30%-<36%,55-64
326,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,395000.0,67.79,2,2,119.0,37,55-64
327,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,75000.0,95.0,2,2,96.0,>60%,35-44
328,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,75000.0,78.94,2,2,51.0,50%-60%,55-64
329,Not Hispanic or Latino,White,Male,1,2,3,31,685000.0,,2,2,,,35-44
330,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,155000.0,76.31,2,2,36.0,46,35-44
331,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,155000.0,57.82,2,2,56.0,>60%,25-34
332,Not Hispanic or Latino,Black or African American,Male,1,2,1,4,25000.0,78.68,2,2,110.0,20%-<30%,45-54
333,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,445000.0,101.75,2,2,125.0,30%-<36%,25-34
334,Hispanic or Latino,White,Female,3,2,1,2,105000.0,10.41,2,2,34.0,>60%,65-74
335,Not Hispanic or Latino,White,Male,1,2,1,4,45000.0,72.08,2,2,246.0,<20%,55-64
336,Not Hispanic or Latino,Asian,Female,1,2,3,1,555000.0,100.0,2,2,142.0,36,35-44
337,Not Hispanic or Latino,White,Male,3,2,1,4,45000.0,84.2,2,2,169.0,30%-<36%,35-44
338,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,25000.0,86.52,2,2,90.0,50%-60%,55-64
339,Not Hispanic or Latino,Black or African American,Male,3,2,1,1,275000.0,101.75,2,2,91.0,20%-<30%,45-54
340,Ethnicity Not Available,Race Not Available,Male,1,2,1,4,55000.0,36.36,2,2,67.0,42,55-64
341,Not Hispanic or Latino,White,Male,1,2,3,32,305000.0,42.14,2,2,125.0,20%-<30%,55-64
342,Not Hispanic or Latino,Black or African American,Female,1,2,1,31,565000.0,83.31,2,2,175.0,50%-60%,45-54
343,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,35000.0,54.55,2,2,67.0,50%-60%,55-64
344,Not Hispanic or Latino,2 or more minority races,Female,3,2,1,2,25000.0,7.69,2,2,119.0,30%-<36%,35-44
345,Not Hispanic or Latino,Black or African American,Male,1,2,3,31,445000.0,,2,2,,,35-44
346,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,435000.0,79.83,2,2,94.0,50%-60%,55-64
347,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,45000.0,11.52,2,2,15.0,>60%,45-54
348,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,255000.0,46.54,2,2,74.0,30%-<36%,>74
349,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,25000.0,6.64,2,2,40.0,50%-60%,45-54
350,Not Hispanic or Latino,White,Male,1,2,3,31,595000.0,,2,2,,,55-64
351,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,55000.0,47.81,2,2,83.0,50%-60%,55-64
352,Ethnicity Not Available,Race Not Available,Female,3,2,1,2,65000.0,55.0,2,2,84.0,>60%,35-44
353,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,495000.0,68.07,2,2,94.0,30%-<36%,>74
354,Not Hispanic or Latino,White,Male,1,2,3,31,345000.0,,2,2,,,35-44
355,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,185000.0,57.09,2,2,23.0,>60%,65-74
356,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,65000.0,91.33,2,2,66.0,>60%,55-64
357,Not Hispanic or Latino,Black or African American,Male,3,2,1,31,275000.0,83.33,2,2,73.0,>60%,35-44
358,Ethnicity Not Available,Black or African American,Male,1,2,1,2,135000.0,75.79,2,2,111.0,30%-<36%,45-54
359,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,255000.0,36.87,2,2,53.0,>60%,35-44
360,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,55000.0,80.28,2,2,76.0,38,55-64
361,Joint,Joint,Female,1,2,3,31,785000.0,,2,2,,,45-54
362,Not Hispanic or Latino,Black or African American,Male,3,2,2,1,265000.0,96.36,2,2,96.0,20%-<30%,45-54
363,Ethnicity Not Available,Race Not Available,Female,3,2,1,4,65000.0,64.75,2,2,100.0,50%-60%,25-34
364,Not Hispanic or Latino,Black or African American,Male,3,2,3,32,615000.0,76.63,2,2,191.0,<20%,45-54
365,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,65000.0,68.64,2,2,97.0,50%-60%,45-54
366,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,255000.0,84.77,2,2,171.0,36,55-64
367,Not Hispanic or Latino,Race Not Available,Female,1,2,1,32,75000.0,64.86,2,2,113.0,>60%,35-44
368,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,275000.0,90.33,2,2,35.0,>60%,55-64
369,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,105000.0,27.93,2,2,40.0,>60%,55-64
370,Not Hispanic or Latino,White,Male,3,2,1,31,235000.0,41.41,2,2,100.0,42,25-34
371,Not Hispanic or Latino,White,Male,1,2,1,4,45000.0,70.95,2,2,169.0,46,35-44
372,Ethnicity Not Available,Race Not Available,Female,3,2,1,2,105000.0,47.44,2,2,107.0,>60%,45-54
373,Not Hispanic or Latino,Black or African American,Female,1,2,1,1,555000.0,101.75,2,2,134.0,46,45-54
374,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,405000.0,79.52,2,2,198.0,20%-<30%,45-54
375,Not Hispanic or Latino,Black or African American,Male,1,2,3,32,635000.0,74.7,2,2,193.0,20%-<30%,45-54
376,Joint,Joint,Male,1,2,1,1,775000.0,101.75,2,2,198.0,47,25-34
377,Not Hispanic or Latino,Black or African American,Male,3,2,1,32,55000.0,10.0,2,2,24.0,>60%,45-54
378,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,25000.0,5.0,2,2,30.0,48,45-54
379,Not Hispanic or Latino,Black or African American,Female,3,2,2,32,305000.0,80.0,2,2,140.0,20%-<30%,45-54
380,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,175000.0,95.0,2,2,80.0,>60%,45-54
381,Not Hispanic or Latino,White,Male,1,2,1,2,205000.0,35.92,2,2,141.0,>60%,55-64
382,Not Hispanic or Latino,White,Female,1,2,1,2,55000.0,63.28,2,2,132.0,20%-<30%,35-44
383,Not Hispanic or Latino,Race Not Available,Female,3,2,1,31,215000.0,999.99,2,2,45.0,46,65-74
384,Ethnicity Not Available,Race Not Available,Male,1,2,1,2,1625000.0,80.0,2,2,271.0,>60%,55-64
385,Not Hispanic or Latino,White,Male,1,2,1,2,155000.0,34.61,2,2,53.0,>60%,35-44
386,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,25000.0,4.74,2,2,21.0,50%-60%,>74
387,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,205000.0,90.61,2,2,62.0,>60%,45-54
388,Not Hispanic or Latino,White,Male,1,2,1,4,25000.0,90.0,2,2,356.0,20%-<30%,45-54
389,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,115000.0,35.38,2,2,71.0,46,55-64
390,Not Hispanic or Latino,White,Male,1,2,3,31,645000.0,,2,2,,,25-34
391,Not Hispanic or Latino,White,Female,1,2,1,1,375000.0,101.74,2,2,79.0,50%-60%,35-44
392,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,55000.0,22.16,2,2,14.0,>60%,>74
393,Not Hispanic or Latino,White,Male,1,2,1,1,905000.0,95.0,2,2,329.0,30%-<36%,45-54
394,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,205000.0,64.72,2,2,113.0,45,35-44
395,Ethnicity Not Available,Race Not Available,Female,1,2,1,1,665000.0,80.0,2,2,153.0,39,45-54
396,Ethnicity Not Available,Black or African American,Female,3,2,1,32,5000.0,3.44,2,2,48.0,<20%,55-64
397,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,55000.0,6.57,2,2,14.0,>60%,65-74
398,Not Hispanic or Latino,White,Male,3,2,3,4,315000.0,68.88,2,2,138.0,<20%,35-44
399,Not Hispanic or Latino,Asian,Female,1,2,1,1,295000.0,101.74,2,2,76.0,36,<25
400,Not Hispanic or Latino,Black or African American,Female,1,2,1,4,115000.0,37.81,2,2,58.0,49,55-64
401,Ethnicity Not Available,Race Not Available,Male,3,2,1,31,385000.0,80.0,2,2,162.0,41,25-34
402,Ethnicity Not Available,Race Not Available,Male,3,2,3,31,385000.0,,2,2,,,25-34
403,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,55000.0,71.29,2,2,72.0,>60%,45-54
404,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,375000.0,46.87,2,2,75.0,30%-<36%,55-64
405,Not Hispanic or Latino,Black or African American,Male,1,2,3,1,425000.0,100.0,2,2,138.0,30%-<36%,35-44
406,Not Hispanic or Latino,Black or African American,Male,1,2,1,1,315000.0,101.75,2,2,99.0,20%-<30%,35-44
407,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,105000.0,46.11,2,2,93.0,50%-60%,45-54
408,Ethnicity Not Available,Race Not Available,Female,3,2,1,4,375000.0,61.66,2,2,144.0,>60%,45-54
409,Not Hispanic or Latino,White,Male,3,2,3,31,475000.0,,2,2,,,55-64
410,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,35000.0,42.72,2,2,38.0,>60%,35-44
411,Not Hispanic or Latino,Race Not Available,Male,3,2,2,1,525000.0,96.5,2,2,68.0,>60%,35-44
412,Not Hispanic or Latino,White,Female,3,2,1,1,345000.0,90.66,2,2,160.0,48,55-64
413,Not Hispanic or Latino,Joint,Male,3,2,1,2,505000.0,81.58,2,2,226.0,46,45-54
414,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,55000.0,43.64,2,2,66.0,50%-60%,65-74
415,Not Hispanic or Latino,Joint,Male,3,2,1,2,205000.0,94.18,2,2,139.0,>60%,25-34
416,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,105000.0,69.42,2,2,106.0,50%-60%,45-54
417,Ethnicity Not Available,Race Not Available,Female,3,2,1,2,105000.0,19.14,2,2,29.0,>60%,35-44
418,Not Hispanic or Latino,Black or African American,Female,3,2,1,31,245000.0,47.28,2,2,133.0,20%-<30%,45-54
419,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,65000.0,22.67,2,2,71.0,30%-<36%,45-54
420,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,55000.0,72.78,2,2,39.0,>60%,55-64
421,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,155000.0,79.04,2,2,121.0,40,45-54
422,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,65000.0,56.51,2,2,0.0,<20%,65-74
423,Not Hispanic or Latino,White,Male,3,2,1,4,45000.0,95.93,2,2,160.0,41,35-44
424,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,15000.0,61.79,2,2,104.0,43,55-64
425,Ethnicity Not Available,Race Not Available,Male,3,2,1,2,255000.0,79.83,2,2,112.0,>60%,25-34
426,Not Hispanic or Latino,Black or African American,Female,1,2,1,2,125000.0,49.44,2,2,70.0,45,55-64
427,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,45000.0,79.07,2,2,52.0,>60%,>74
428,Not Hispanic or Latino,Black or African American,Female,3,2,2,31,175000.0,88.16,2,2,32.0,>60%,35-44
429,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,45000.0,55.33,2,2,94.0,>60%,>74
430,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,65000.0,96.27,2,2,62.0,>60%,25-34
431,Not Hispanic or Latino,Joint,Male,1,2,1,2,65000.0,100.0,2,2,178.0,50%-60%,25-34
432,Not Hispanic or Latino,Black or African American,Male,1,2,1,4,55000.0,18.19,2,2,74.0,37,>74
433,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,85000.0,98.22,2,2,83.0,>60%,45-54
434,Not Hispanic or Latino,Black or African American,Male,3,2,1,4,65000.0,96.27,2,2,63.0,>60%,25-34
435,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,15000.0,40.0,2,2,71.0,50%-60%,45-54
436,Not Hispanic or Latino,Black or African American,Male,3,2,3,31,515000.0,82.6,2,2,,,45-54
437,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,35000.0,77.82,2,2,123.0,39,45-54
438,Not Hispanic or Latino,Black or African American,Female,3,2,1,32,225000.0,28.2,2,2,169.0,46,45-54
439,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,35000.0,28.22,2,2,53.0,50%-60%,65-74
440,Ethnicity Not Available,Black or African American,Female,3,2,1,4,25000.0,95.0,2,2,83.0,48,25-34
441,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,55000.0,60.12,2,2,43.0,>60%,55-64
442,Not Hispanic or Latino,Black or African American,Male,3,2,1,2,35000.0,84.13,2,2,97.0,>60%,25-34
443,Not Hispanic or Latino,Black or African American,Female,1,2,1,32,75000.0,81.48,2,2,165.0,20%-<30%,35-44
444,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,75000.0,94.73,2,2,83.0,50%-60%,45-54
445,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,55000.0,54.04,2,2,62.0,>60%,65-74
446,Ethnicity Not Available,Race Not Available,Female,3,2,1,2,65000.0,8.57,2,2,91.0,50%-60%,35-44
447,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,65000.0,12.0,2,2,16.0,>60%,65-74
448,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,435000.0,80.0,2,2,23.0,>60%,>74
449,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,815000.0,67.5,2,2,42.0,>60%,55-64
450,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,85000.0,11.42,2,2,43.0,>60%,35-44
451,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,205000.0,35.39,2,2,50.0,30%-<36%,55-64
452,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,75000.0,69.42,2,2,99.0,30%-<36%,45-54
453,Not Hispanic or Latino,Race Not Available,Female,1,2,1,1,275000.0,85.0,2,2,60.0,42,25-34
454,Not Hispanic or Latino,Black or African American,Male,1,2,1,4,35000.0,83.16,2,2,95.0,50%-60%,25-34
455,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,75000.0,69.42,2,2,99.0,30%-<36%,45-54
456,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,105000.0,18.18,2,2,45.0,50%-60%,45-54
457,Not Hispanic or Latino,Black or African American,Female,3,2,1,4,55000.0,70.4,2,2,116.0,>60%,45-54
458,Not Hispanic or Latino,Black or African American,Male,1,2,1,2,55000.0,18.79,2,2,60.0,>60%,45-54
459,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,255000.0,66.6,2,2,43.0,>60%,35-44
460,Not Hispanic or Latino,White,Female,1,2,1,2,25000.0,72.84,2,2,113.0,20%-<30%,55-64
461,Not Hispanic or Latino,Black or African American,Female,3,2,1,2,75000.0,31.64,2,2,90.0,>60%,65-74
462,Not Hispanic or Latino,White,Male,1,2,1,4,305000.0,60.98,2,2,222.0,43,45-54
463,Not Hispanic or Latino,Black or African American,Male,1,2,1,32,105000.0,73.17,2,2,69.0,>60%,>74
